user_id,event_type,video_id,timestamp,device_id,geo_location,comment_length,spam_flag,upload_rate,reports,abuse_score,is_abusive
2437,report,18427,2024-02-15 22:31:00,1415,BR,0,0,1,0,1,0
411,comment,25021,2024-07-18 06:54:00,1223,ID,59,0,2,0,0,0
1334,like,62086,2024-07-08 18:41:00,1137,DE,0,0,0,0,1,0
738,comment,43890,2024-05-11 22:26:00,1053,DE,46,0,0,0,0,0
1370,comment,10313,2024-06-12 00:59:00,1576,ID,64,0,0,0,0,0
1111,comment,48836,2024-02-13 06:16:00,1716,US,52,0,1,0,0,0
1465,like,13307,2024-03-25 02:45:00,1590,ID,0,0,1,0,1,0
753,upload,1391,2024-05-29 12:50:00,1084,DE,0,0,0,0,1,0
578,upload,55081,2024-07-09 21:47:00,1772,IN,0,0,1,0,1,0
1011,upload,32327,2024-01-23 20:20:00,1669,IN,0,0,1,0,1,0
121,upload,33441,2024-03-15 15:20:00,1235,IN,0,0,1,0,1,0
2815,comment,79186,2024-04-06 14:09:00,1330,ID,51,0,1,0,0,0
1533,upload,17198,2024-07-10 11:09:00,1780,PH,0,0,0,0,1,0
161,upload,40822,2024-05-05 10:40:00,1895,IN,0,0,0,0,1,0
2147,upload,40100,2024-01-22 18:06:00,3437,US,0,0,3,0,1,0
2875,comment,71334,2024-03-02 06:04:00,1399,CA,40,0,3,0,0,0
715,like,30835,2024-02-24 01:44:00,1535,US,0,0,2,0,1,0
2090,upload,4653,2024-06-12 23:20:00,1122,ID,0,0,1,0,1,0
2057,like,23933,2024-01-15 14:41:00,1198,ID,0,0,0,0,1,0
2558,like,74804,2024-03-02 22:42:00,1022,MX,0,0,4,0,1,0
2310,like,12423,2024-01-21 17:19:00,1459,US,0,0,1,0,1,0
1535,upload,29287,2024-04-02 20:46:00,1986,UK,0,0,3,0,1,0
276,comment,14671,2024-05-15 02:28:00,1824,US,69,1,1,0,2,0
2328,comment,74938,2024-05-31 09:28:00,1723,US,51,0,1,0,0,0
2218,upload,92,2024-07-13 22:03:00,1738,US,0,0,4,0,1,0
1118,report,75682,2024-01-23 20:25:00,1730,US,0,0,3,0,1,0
512,like,18245,2024-03-01 18:35:00,1957,IN,0,0,0,0,1,0
476,comment,48645,2024-07-03 04:28:00,1013,ID,56,0,1,0,0,0
953,like,52378,2024-03-21 21:47:00,1526,IN,0,0,2,0,1,0
2730,like,43569,2024-06-09 15:23:00,1243,US,0,0,2,0,1,0
2669,comment,77266,2024-02-29 08:40:00,1430,US,53,0,2,0,0,0
1926,comment,29456,2024-07-03 12:52:00,1693,IN,49,0,1,0,0,0
1511,like,37934,2024-01-08 10:10:00,1774,NG,0,0,0,0,1,0
2967,report,73007,2024-01-30 15:34:00,1597,US,0,0,1,0,1,0
1885,upload,40583,2024-07-15 12:23:00,1528,CA,0,0,2,0,1,0
1065,comment,6714,2024-05-20 12:29:00,1572,US,59,0,2,2,1,0
1043,upload,47313,2024-03-21 18:11:00,1649,BR,0,0,0,4,2,0
574,comment,37982,2024-03-25 14:08:00,1566,NG,45,0,3,2,1,0
2072,comment,14496,2024-07-13 04:16:00,1367,CA,55,0,1,0,0,0
441,comment,1687,2024-01-04 21:40:00,1932,NG,56,0,0,0,0,0
415,report,11078,2024-02-20 03:55:00,1914,DE,0,0,0,0,1,0
231,comment,28083,2024-02-14 23:47:00,1211,UK,52,0,0,0,0,0
1425,comment,44859,2024-07-15 16:55:00,1899,US,57,1,1,0,2,0
69,comment,48136,2024-07-18 12:48:00,1941,US,1,1,1,0,3,1
1272,like,45635,2024-02-09 07:57:00,1443,MX,0,0,3,0,1,0
1552,comment,7035,2024-06-01 13:45:00,1845,IN,65,0,0,0,0,0
1929,upload,42632,2024-05-31 21:56:00,1042,US,0,0,0,0,1,0
2236,upload,56420,2024-05-06 09:50:00,1818,BR,0,0,1,0,1,0
1335,like,66248,2024-04-05 03:28:00,1839,MX,0,0,2,0,1,0
2474,comment,4039,2024-04-07 07:03:00,1584,BR,59,0,4,0,0,0
1213,comment,11335,2024-05-29 02:01:00,1197,DE,56,0,2,0,0,0
1144,upload,71490,2024-05-05 22:14:00,1517,MX,0,0,2,0,1,0
1658,comment,13763,2024-03-22 15:03:00,1557,IN,52,0,1,0,0,0
733,comment,24603,2024-06-27 22:23:00,1348,CA,61,0,1,0,0,0
2560,comment,13117,2024-01-13 11:29:00,1331,US,48,0,2,0,0,0
479,comment,8737,2024-03-04 09:23:00,1593,ID,53,0,2,0,0,0
14,comment,77841,2024-06-23 07:35:00,1988,IN,55,0,1,0,0,0
603,comment,39365,2024-07-03 18:53:00,1789,IN,62,0,1,0,0,0
1276,comment,35512,2024-04-05 19:01:00,1898,CA,43,0,0,0,0,0
2652,comment,72223,2024-03-29 22:18:00,1037,UK,60,0,0,0,0,0
313,comment,30407,2024-04-04 20:51:00,1666,IN,62,0,1,0,0,0
1512,comment,71317,2024-06-19 08:42:00,1664,MX,45,0,1,0,0,0
1707,comment,56175,2024-04-10 08:36:00,1586,US,67,0,2,0,0,0
1555,comment,3200,2024-06-19 11:07:00,1788,MX,55,0,1,0,0,0
1600,report,50047,2024-02-28 22:46:00,1022,US,0,0,0,0,1,0
1098,comment,23591,2024-05-27 07:33:00,1464,BR,54,0,0,0,0,0
2176,like,45404,2024-04-07 12:58:00,1406,ID,0,0,2,0,1,0
1318,like,62475,2024-02-08 06:33:00,1309,IN,0,0,0,0,1,0
2085,like,52608,2024-03-13 22:14:00,1440,BR,0,0,2,0,1,0
1655,comment,76771,2024-02-16 22:47:00,1962,US,51,0,0,0,0,0
1730,like,36764,2024-02-12 19:50:00,1096,CA,0,0,2,0,1,0
2332,comment,17946,2024-04-30 07:29:00,1877,NG,59,0,1,0,0,0
76,like,78314,2024-05-18 01:18:00,1982,US,0,0,0,0,1,0
759,comment,32911,2024-03-10 01:56:00,1236,IN,63,1,0,0,2,0
1330,upload,63952,2024-04-10 14:15:00,1705,MX,0,0,2,2,2,0
526,comment,65039,2024-01-26 05:17:00,1998,IN,45,0,1,0,0,0
850,upload,38863,2024-03-24 10:05:00,1511,ID,0,0,0,0,1,0
2705,report,55591,2024-06-28 23:46:00,1217,US,0,0,0,0,1,0
2852,comment,76602,2024-04-16 00:52:00,1141,US,44,0,1,0,0,0
509,upload,46411,2024-06-05 18:16:00,1076,MX,0,0,0,0,1,0
1974,upload,50488,2024-02-10 18:31:00,1000,NG,0,0,1,0,1,0
824,comment,22420,2024-01-08 11:13:00,1665,UK,58,0,2,0,0,0
1083,like,26776,2024-06-25 17:10:00,1102,IN,0,0,0,0,1,0
1961,upload,64086,2024-06-19 11:55:00,1681,DE,0,0,1,0,1,0
2325,like,8891,2024-06-30 15:47:00,1217,US,0,0,1,0,1,0
1771,comment,23297,2024-02-06 14:29:00,1368,IN,58,0,2,0,0,0
6,comment,77453,2024-07-09 05:27:00,1842,US,63,0,1,0,0,0
159,comment,27768,2024-06-03 22:21:00,1518,UK,50,0,0,4,1,0
932,comment,49313,2024-07-13 20:32:00,1690,US,66,0,1,0,0,0
695,comment,77347,2024-04-28 00:11:00,1273,MX,58,0,3,0,0,0
2293,comment,72223,2024-02-12 21:05:00,1951,CA,55,0,1,0,0,0
1526,comment,15413,2024-01-06 18:45:00,1175,US,68,0,1,0,0,0
1898,comment,54262,2024-01-27 05:06:00,1990,CA,53,0,2,0,0,0
2522,comment,68934,2024-04-08 14:23:00,1436,ID,41,0,3,0,0,0
2894,report,29469,2024-03-06 01:28:00,1925,IN,0,0,3,0,1,0
2127,comment,11544,2024-01-13 12:49:00,1939,ID,57,0,1,0,0,0
2989,like,7122,2024-01-16 20:17:00,1317,DE,0,0,1,0,1,0
2492,comment,44466,2024-06-04 14:56:00,1109,BR,55,0,0,0,0,0
1184,upload,65920,2024-04-05 20:40:00,1248,UK,0,0,1,0,1,0
2015,comment,27193,2024-04-24 01:51:00,1351,IN,58,0,0,0,0,0
1137,like,57613,2024-06-13 14:26:00,1444,BR,0,0,0,0,1,0
2165,report,41152,2024-01-05 21:13:00,1305,PH,0,0,0,0,1,0
879,comment,62187,2024-05-12 12:22:00,1198,CA,54,0,0,0,0,0
286,like,13156,2024-05-15 23:16:00,1372,CA,0,0,1,0,1,0
2142,comment,36807,2024-06-07 12:54:00,1532,US,48,0,2,0,0,0
2345,comment,41234,2024-04-11 12:04:00,3395,US,62,0,2,0,0,0
1392,upload,52326,2024-04-30 00:09:00,1341,NG,0,0,1,0,1,0
643,comment,75618,2024-06-01 16:24:00,1807,DE,66,0,0,0,0,0
2154,like,31638,2024-05-19 08:23:00,1868,US,0,0,2,0,1,0
2183,like,75254,2024-05-08 12:23:00,1269,NG,0,0,1,0,1,0
1779,comment,9846,2024-03-21 21:14:00,1113,US,44,0,0,0,0,0
2135,upload,30499,2024-05-05 21:37:00,1044,IN,0,0,0,0,1,0
2299,upload,26869,2024-01-22 10:13:00,1856,CA,0,0,1,0,1,0
428,like,23681,2024-05-23 18:37:00,1611,IN,0,0,0,1,2,0
1249,comment,13573,2024-02-07 20:45:00,1924,PH,48,0,2,0,0,0
801,like,19333,2024-01-11 04:54:00,1294,CA,0,0,0,0,1,0
151,comment,22087,2024-03-19 20:45:00,1836,NG,45,0,1,0,0,0
2707,like,13832,2024-05-28 13:30:00,1575,IN,0,0,0,0,1,0
464,comment,5830,2024-01-11 14:46:00,1960,US,60,0,3,0,0,0
1548,comment,60873,2024-06-01 05:58:00,1704,CA,56,0,2,0,0,0
1838,report,46545,2024-01-26 03:00:00,1993,BR,0,0,1,0,1,0
1767,like,9066,2024-06-20 03:07:00,1670,IN,0,0,0,0,1,0
1803,report,71759,2024-04-11 00:22:00,1358,IN,0,0,0,0,1,0
1811,comment,28283,2024-01-22 15:08:00,1087,AR,53,0,3,0,0,0
220,comment,22120,2024-01-15 17:28:00,1004,BR,53,0,0,0,0,0
1905,comment,22746,2024-01-18 20:51:00,1146,US,53,0,0,0,0,0
1381,like,26346,2024-03-30 14:39:00,1640,NG,0,0,0,0,1,0
345,comment,52540,2024-03-24 03:20:00,1825,US,56,0,0,0,0,0
774,report,26813,2024-04-30 18:13:00,1721,NG,0,0,1,0,1,0
1224,comment,26547,2024-03-11 17:23:00,1111,IN,54,0,2,0,0,0
166,upload,41747,2024-02-15 16:00:00,1056,AR,0,0,1,0,1,0
795,comment,52461,2024-07-15 13:42:00,1100,US,51,0,0,0,0,0
9,upload,29179,2024-07-11 12:44:00,1895,UK,0,0,1,0,1,0
2153,comment,10090,2024-06-03 18:37:00,1657,DE,41,0,2,0,0,0
2310,upload,47558,2024-02-05 03:49:00,1795,US,0,0,0,0,1,0
432,comment,2496,2024-02-20 15:01:00,1674,UK,35,0,1,0,0,0
2088,comment,11276,2024-03-18 01:52:00,1800,US,56,0,1,0,0,0
681,comment,29106,2024-03-24 08:48:00,1022,US,54,0,0,0,0,0
1812,comment,34144,2024-07-02 07:50:00,1890,US,55,0,1,0,0,0
539,upload,66844,2024-06-23 21:59:00,1588,US,0,0,2,0,1,0
645,comment,16092,2024-06-08 21:47:00,1277,IN,55,0,1,0,0,0
2255,comment,78067,2024-04-17 18:03:00,1323,US,50,0,1,0,0,0
2026,like,49304,2024-01-13 19:20:00,1197,MX,0,0,2,0,1,0
2854,comment,64278,2024-01-04 15:50:00,1226,IN,71,0,0,0,0,0
679,report,75665,2024-04-30 16:12:00,1348,IN,0,0,0,0,1,0
1073,like,38263,2024-04-17 04:27:00,1611,PH,0,0,0,0,1,0
393,comment,1819,2024-07-16 16:19:00,1161,US,58,0,2,0,0,0
1723,report,39653,2024-06-04 16:39:00,1995,US,0,0,3,0,1,0
1647,comment,43199,2024-05-17 07:44:00,1839,NG,46,0,2,0,0,0
1907,comment,28853,2024-01-05 22:05:00,1887,BR,47,1,0,0,2,0
1496,comment,61992,2024-03-12 19:57:00,1351,US,58,0,0,0,0,0
946,like,59988,2024-01-22 20:13:00,1803,PH,0,0,0,0,1,0
819,comment,10911,2024-03-29 12:26:00,1991,MX,59,0,2,0,0,0
2,comment,60071,2024-03-02 01:27:00,1983,US,56,0,1,0,0,0
2169,comment,71692,2024-01-12 22:39:00,1231,UK,67,0,0,0,0,0
135,comment,74422,2024-04-15 14:13:00,1865,MX,70,0,0,0,0,0
2991,comment,58475,2024-05-31 12:47:00,1746,US,63,0,1,0,0,0
240,like,33737,2024-06-07 10:06:00,1973,UK,0,0,1,0,1,0
1032,comment,33761,2024-06-21 01:43:00,1912,US,61,0,2,0,0,0
2066,comment,29609,2024-05-30 04:39:00,1014,IN,60,1,2,0,2,0
2936,upload,59659,2024-01-23 18:45:00,1620,DE,0,0,2,0,1,0
1497,upload,69887,2024-07-01 10:15:00,1689,BR,0,0,0,0,1,0
1482,comment,69999,2024-04-07 08:25:00,1219,MX,67,0,2,0,0,0
2550,report,60790,2024-06-12 00:56:00,1567,BR,0,0,2,0,1,0
92,like,39119,2024-01-15 08:02:00,1188,US,0,0,0,0,1,0
1815,comment,22585,2024-05-26 06:45:00,1871,MX,54,0,2,0,0,0
907,like,10581,2024-05-15 00:59:00,1663,BR,0,0,0,0,1,0
1967,comment,22906,2024-02-17 11:46:00,1784,IN,61,0,3,0,0,0
2720,comment,71653,2024-01-03 18:33:00,1147,UK,61,0,0,0,0,0
2274,upload,63015,2024-06-29 23:24:00,1704,CA,0,0,0,0,1,0
243,comment,67783,2024-02-04 10:11:00,1854,BR,57,0,1,0,0,0
2308,comment,18850,2024-06-16 09:24:00,1061,US,58,0,2,0,0,0
144,comment,26212,2024-05-02 22:49:00,1301,IN,56,0,0,0,0,0
2498,like,46983,2024-01-07 12:57:00,1592,ID,0,0,2,0,1,0
2295,comment,65862,2024-06-06 07:48:00,1324,PH,49,0,0,0,0,0
2301,upload,15391,2024-05-12 16:42:00,1715,UK,0,0,2,0,1,0
626,comment,47845,2024-07-15 08:48:00,1270,BR,47,0,0,2,1,0
2807,upload,18843,2024-02-13 17:04:00,1359,DE,0,0,1,0,1,0
2896,comment,66533,2024-01-13 21:51:00,1666,US,53,0,0,0,0,0
492,comment,32447,2024-06-23 10:46:00,1761,US,58,0,0,0,0,0
311,comment,15533,2024-01-06 04:52:00,1085,BR,73,0,1,0,0,0
1456,upload,51149,2024-03-07 15:01:00,1866,US,0,0,2,0,1,0
1570,upload,77946,2024-05-30 23:44:00,1461,BR,0,0,0,0,1,0
1074,upload,67923,2024-02-16 02:35:00,1535,ID,0,0,2,0,1,0
2906,comment,31229,2024-01-22 23:55:00,1449,NG,43,0,1,0,0,0
2189,comment,24171,2024-06-23 00:21:00,1919,US,52,0,0,0,0,0
2380,comment,15576,2024-02-14 01:43:00,1928,IN,54,0,3,0,0,0
425,comment,47560,2024-03-09 03:23:00,1303,MX,60,0,0,0,0,0
192,comment,49232,2024-07-14 12:22:00,1364,MX,51,0,1,0,0,0
1997,comment,33410,2024-05-30 08:11:00,1593,NG,58,0,0,0,0,0
2963,comment,57578,2024-06-12 23:57:00,1537,UK,48,0,2,1,1,0
1555,comment,45931,2024-01-25 21:25:00,1677,MX,48,0,1,0,0,0
2436,comment,62329,2024-03-31 11:29:00,1025,IN,71,0,0,0,0,0
164,comment,24911,2024-05-25 20:04:00,1190,IN,61,0,1,0,0,0
2153,comment,74192,2024-03-23 01:28:00,1299,DE,62,0,2,0,0,0
936,comment,37193,2024-02-27 15:33:00,1540,IN,62,0,1,0,0,0
954,comment,30387,2024-06-11 08:51:00,1089,ID,51,0,0,0,0,0
297,like,31869,2024-02-18 08:35:00,1778,US,0,0,1,0,1,0
2747,comment,59969,2024-01-09 08:14:00,1558,MX,56,0,1,0,0,0
2052,report,43242,2024-07-03 09:34:00,1609,CA,0,0,1,0,1,0
1889,comment,59684,2024-06-27 18:11:00,1815,DE,58,0,1,0,0,0
718,comment,2489,2024-04-10 12:10:00,1744,US,56,0,3,0,0,0
1120,like,61675,2024-01-05 11:51:00,1156,IN,0,0,1,0,1,0
2017,comment,68740,2024-05-27 02:34:00,1293,IN,59,0,1,0,0,0
2397,upload,57260,2024-03-18 13:07:00,1306,UK,0,0,2,0,1,0
1265,like,51348,2024-05-19 07:22:00,1478,UK,0,0,2,0,1,0
1321,comment,35684,2024-07-04 23:19:00,1688,IN,59,0,1,0,0,0
1206,like,34753,2024-02-03 00:47:00,1941,PH,0,0,1,0,1,0
1912,comment,11184,2024-05-02 05:42:00,1103,IN,47,1,1,0,2,0
720,like,74931,2024-03-28 05:33:00,1082,NG,0,0,2,0,1,0
1306,comment,69390,2024-06-18 19:08:00,1489,US,46,0,0,0,0,0
2017,comment,22230,2024-04-21 05:36:00,1599,IN,68,0,0,2,1,0
1311,like,49268,2024-02-13 13:36:00,1848,PH,0,0,0,0,1,0
2405,like,47667,2024-03-01 00:52:00,1541,US,0,0,0,0,1,0
2109,comment,31330,2024-07-13 12:44:00,1305,NG,56,0,0,0,0,0
2348,like,52235,2024-02-27 12:06:00,1271,US,0,0,1,0,1,0
1777,like,33423,2024-07-11 10:57:00,1105,PH,0,0,1,0,1,0
641,comment,15074,2024-07-04 10:45:00,1938,US,46,0,0,0,0,0
1207,like,65753,2024-05-31 09:02:00,1922,PH,0,0,0,0,1,0
1717,upload,48498,2024-05-30 23:50:00,1747,MX,0,0,1,0,1,0
1673,upload,132,2024-07-04 06:08:00,1241,BR,0,0,1,0,1,0
2630,report,14433,2024-07-04 00:07:00,3299,IN,0,0,0,0,1,0
1940,comment,78306,2024-02-08 13:13:00,1638,ID,42,1,2,0,2,0
1804,like,17900,2024-03-16 10:49:00,1464,BR,0,0,0,0,1,0
708,comment,63104,2024-06-03 23:32:00,1591,US,71,0,1,0,0,0
503,like,27130,2024-02-09 08:04:00,1124,IN,0,0,0,0,1,0
2226,report,27286,2024-05-11 02:14:00,1496,IN,0,0,0,0,1,0
2004,comment,21617,2024-03-08 20:00:00,1448,US,54,0,1,0,0,0
1518,comment,34554,2024-03-29 02:34:00,1697,BR,53,0,0,0,0,0
1094,like,42693,2024-01-11 14:00:00,1900,NG,0,0,4,0,1,0
128,comment,43825,2024-05-22 00:18:00,1758,IN,44,1,1,0,2,0
2099,like,300,2024-07-09 04:18:00,1980,US,0,0,1,0,1,0
1600,comment,43953,2024-05-01 02:59:00,1026,US,55,0,2,0,0,0
1438,comment,61682,2024-03-01 03:19:00,1213,IN,59,0,0,0,0,0
1430,upload,2954,2024-03-06 05:33:00,1977,MX,0,0,2,0,1,0
2490,comment,63894,2024-06-08 15:41:00,1608,US,57,0,1,0,0,0
1618,upload,280,2024-02-23 08:13:00,1705,ID,0,0,2,0,1,0
1795,comment,66403,2024-01-05 05:41:00,1649,UK,54,0,0,0,0,0
1273,comment,52748,2024-02-27 00:11:00,1891,ID,53,0,1,0,0,0
1206,upload,56587,2024-04-11 13:40:00,1182,PH,0,0,0,0,1,0
2829,comment,40610,2024-05-05 01:00:00,1990,US,50,0,0,0,0,0
1070,comment,68654,2024-07-14 12:49:00,1287,NG,51,0,1,0,0,0
1638,like,72336,2024-05-29 22:41:00,1055,PH,0,0,2,0,1,0
15,upload,77326,2024-01-16 20:44:00,1533,BR,0,0,3,0,1,0
2185,like,65882,2024-02-14 07:32:00,1810,US,0,0,1,2,2,0
2538,comment,33472,2024-06-30 17:00:00,1364,US,62,0,2,0,0,0
2607,comment,21341,2024-03-30 00:30:00,1582,ID,57,0,3,0,0,0
1731,comment,3714,2024-03-17 20:09:00,1227,ID,62,0,3,0,0,0
123,upload,59773,2024-04-28 14:20:00,3471,NG,0,0,0,0,1,0
1306,like,18187,2024-04-15 13:52:00,1836,US,0,0,0,0,1,0
1198,like,53951,2024-02-18 03:44:00,1636,US,0,0,1,0,1,0
67,like,77358,2024-05-20 06:27:00,1779,AR,0,0,2,0,1,0
2390,comment,3074,2024-03-29 19:52:00,1417,DE,54,0,0,0,0,0
1771,comment,78707,2024-05-13 07:49:00,1598,IN,47,0,1,0,0,0
2380,comment,47414,2024-05-28 23:18:00,1520,IN,54,0,0,0,0,0
1406,report,51080,2024-03-08 04:42:00,1282,DE,0,0,1,0,1,0
1174,upload,66116,2024-01-13 17:27:00,1214,US,0,0,0,0,1,0
381,like,899,2024-03-26 16:24:00,1970,DE,0,0,0,0,1,0
463,comment,44801,2024-06-10 21:01:00,1551,IN,45,0,0,0,0,0
2392,upload,69214,2024-03-09 10:56:00,1949,MX,0,0,1,0,1,0
2921,report,3171,2024-05-24 20:03:00,1510,DE,0,0,1,0,1,0
218,upload,7499,2024-06-19 12:57:00,1737,IN,0,0,1,0,1,0
1844,comment,6600,2024-03-03 13:35:00,1622,UK,48,0,2,0,0,0
1130,comment,64593,2024-03-27 06:11:00,1226,NG,56,0,0,0,0,0
1388,upload,14488,2024-02-24 02:16:00,1782,BR,0,0,0,0,1,0
2822,comment,51751,2024-06-28 16:02:00,1969,US,49,0,1,0,0,0
1728,comment,14440,2024-07-06 11:57:00,1619,US,42,1,1,0,2,0
1606,like,46327,2024-02-12 23:31:00,1340,US,0,0,0,0,1,0
528,comment,36548,2024-04-12 20:35:00,1081,DE,47,0,3,0,0,0
941,comment,73448,2024-01-09 02:53:00,1917,PH,14,1,1,0,2,0
1196,upload,60770,2024-01-01 06:34:00,1295,BR,0,0,2,0,1,0
2342,report,75570,2024-06-03 19:15:00,1593,NG,0,0,1,0,1,0
2306,report,41438,2024-07-12 14:48:00,1813,US,0,0,1,0,1,0
1618,upload,49601,2024-07-10 11:30:00,1217,ID,0,0,0,0,1,0
1751,comment,25791,2024-05-12 02:37:00,1284,PH,58,0,0,2,1,0
2227,comment,71042,2024-04-15 09:29:00,1447,DE,61,0,2,0,0,0
2595,like,53385,2024-04-01 18:14:00,1051,UK,0,0,1,0,1,0
1960,comment,14012,2024-01-28 16:48:00,1872,PH,48,0,2,0,0,0
546,comment,56853,2024-07-06 20:37:00,1242,ID,53,0,1,0,0,0
1211,like,31935,2024-06-11 00:19:00,1307,UK,0,0,2,0,1,0
1036,comment,63093,2024-01-21 16:07:00,1811,US,54,0,2,0,0,0
1160,like,74931,2024-01-27 14:38:00,1174,US,0,0,2,0,1,0
2246,report,18961,2024-05-19 22:53:00,1813,DE,0,0,1,0,1,0
1782,comment,58638,2024-06-06 06:32:00,1185,US,58,0,0,0,0,0
1871,upload,3667,2024-04-13 09:58:00,1232,IN,0,0,0,0,1,0
1719,like,73991,2024-01-22 04:14:00,3410,IN,0,0,2,4,2,0
2996,comment,37957,2024-03-08 13:43:00,1872,UK,65,0,0,0,0,0
2481,comment,46867,2024-04-12 04:05:00,1691,IN,55,1,2,0,2,0
2156,like,66200,2024-04-27 18:59:00,1429,PH,0,0,0,0,1,0
2031,comment,26595,2024-01-23 16:31:00,1846,MX,57,0,3,0,0,0
800,comment,50936,2024-05-02 14:29:00,1921,NG,45,0,0,0,0,0
1526,comment,48342,2024-05-23 19:53:00,1302,US,55,0,1,0,0,0
782,comment,1757,2024-01-27 08:52:00,3030,CA,58,0,1,0,0,0
91,comment,30000,2024-02-25 19:01:00,1019,DE,40,0,0,0,0,0
608,report,20679,2024-04-11 10:53:00,1386,PH,0,0,0,0,1,0
362,comment,43286,2024-01-23 10:53:00,1366,IN,49,0,1,0,0,0
2215,like,74037,2024-01-12 07:32:00,1592,IN,0,0,4,3,2,0
1036,comment,36203,2024-05-23 15:58:00,1018,US,65,0,0,0,0,0
2859,comment,25455,2024-03-18 17:58:00,1614,ID,49,0,0,0,0,0
2019,upload,58271,2024-03-26 01:23:00,1433,IN,0,0,1,0,1,0
153,report,28489,2024-02-10 19:37:00,1079,IN,0,0,0,0,1,0
2836,upload,22062,2024-04-13 16:20:00,1876,US,0,0,1,0,1,0
2982,upload,53920,2024-01-27 05:04:00,1386,PH,0,0,1,0,1,0
956,comment,65506,2024-05-15 08:08:00,1640,US,73,0,2,0,0,0
306,comment,54552,2024-07-07 08:49:00,1732,IN,56,0,1,0,0,0
886,upload,22611,2024-06-24 01:50:00,1732,IN,0,0,1,0,1,0
2480,comment,21595,2024-05-20 13:55:00,1133,US,48,0,0,0,0,0
1475,upload,31239,2024-01-07 23:55:00,1324,IN,0,0,0,0,1,0
2111,comment,62392,2024-01-07 14:30:00,3209,UK,57,0,0,0,0,0
1991,report,79735,2024-02-09 00:36:00,1737,UK,0,0,1,0,1,0
392,upload,36002,2024-07-12 22:15:00,1985,CA,0,0,1,0,1,0
1422,comment,58982,2024-05-23 02:50:00,1764,CA,47,0,0,0,0,0
2395,comment,46175,2024-06-01 07:10:00,1016,US,50,0,0,0,0,0
2713,like,8565,2024-07-05 23:40:00,1640,DE,0,0,1,0,1,0
648,like,35779,2024-01-12 00:07:00,1414,DE,0,0,2,0,1,0
1828,comment,2921,2024-02-01 13:30:00,1982,ID,58,0,0,0,0,0
1960,comment,53911,2024-05-01 13:39:00,1770,PH,50,0,0,0,0,0
1563,report,20035,2024-03-09 09:59:00,1623,IN,0,0,0,0,1,0
705,upload,75815,2024-05-10 15:14:00,1485,IN,0,0,0,0,1,0
2578,upload,44254,2024-05-15 17:02:00,1079,NG,0,0,3,0,1,0
603,like,69049,2024-04-06 11:22:00,1300,IN,0,0,2,0,1,0
1767,upload,72638,2024-03-28 07:17:00,1695,IN,0,0,1,0,1,0
2475,comment,23435,2024-03-01 11:32:00,1750,PH,10,1,3,0,2,0
1661,like,74463,2024-04-22 16:40:00,1149,US,0,0,1,0,1,0
904,comment,75596,2024-03-12 16:42:00,1618,ID,58,0,0,0,0,0
1676,comment,69826,2024-06-30 16:07:00,1981,ID,50,0,1,0,0,0
513,like,51733,2024-04-02 14:40:00,1999,PH,0,0,1,0,1,0
482,comment,9574,2024-05-22 09:24:00,1000,US,61,0,1,0,0,0
2659,like,30513,2024-02-12 18:31:00,1227,US,0,0,2,0,1,0
212,upload,71219,2024-05-23 06:35:00,1523,NG,0,0,2,0,1,0
1558,like,6177,2024-04-07 17:06:00,1770,PH,0,0,0,0,1,0
1376,upload,78028,2024-04-04 18:32:00,1191,MX,0,0,2,0,1,0
2329,comment,79356,2024-01-08 03:41:00,1869,UK,53,0,1,0,0,0
2212,upload,58434,2024-02-28 10:31:00,1540,CA,0,0,0,0,1,0
1375,comment,42588,2024-01-11 06:20:00,1721,CA,54,0,0,0,0,0
1378,comment,43666,2024-01-12 15:17:00,1022,IN,58,0,1,0,0,0
339,comment,44411,2024-06-12 06:01:00,1500,US,63,0,1,0,0,0
2882,comment,905,2024-07-08 04:56:00,1912,DE,58,0,0,0,0,0
1856,comment,49141,2024-05-01 18:03:00,1458,PH,56,0,0,0,0,0
564,like,61149,2024-01-22 00:38:00,1282,US,0,0,1,0,1,0
2356,comment,15623,2024-01-31 21:46:00,1901,IN,54,0,1,0,0,0
1559,comment,71956,2024-04-02 00:48:00,1671,IN,59,0,0,0,0,0
548,like,44989,2024-04-22 13:09:00,1163,DE,0,0,0,0,1,0
2428,comment,67395,2024-02-22 02:03:00,1710,IN,51,0,4,0,0,0
181,comment,9417,2024-05-20 06:29:00,1690,NG,60,0,1,0,0,0
2330,like,23298,2024-06-15 11:34:00,1897,PH,0,0,0,0,1,0
2664,upload,15230,2024-04-26 06:44:00,1346,MX,0,0,1,0,1,0
2672,comment,14880,2024-06-06 08:49:00,1789,BR,65,0,1,0,0,0
2931,like,2665,2024-01-03 11:00:00,1931,CN,0,0,0,0,1,0
2044,upload,68697,2024-07-01 13:03:00,1097,NG,0,0,0,0,1,0
458,comment,45041,2024-01-02 09:12:00,1272,ID,62,0,1,0,0,0
908,report,71392,2024-03-06 10:56:00,1326,IN,0,0,0,0,1,0
617,upload,57652,2024-05-09 22:06:00,1608,UK,0,0,0,0,1,0
696,like,28482,2024-03-04 01:15:00,1777,ID,0,0,1,0,1,0
123,comment,54564,2024-04-05 03:02:00,3081,NG,59,0,1,0,0,0
2040,comment,44461,2024-05-02 15:05:00,1425,UK,57,0,0,0,0,0
